%
% Citation Request :
% 1. OZKAN I.A., KOKLU M. and SARACOGLU R. (2021). Classification of Pistachio Species Using Improved K-NN Classifier. Progress in Nutrition, Vol. 23, N. 2, pp. DOI:10.23751/pn.v23i2.9686.  (Open Access) 
% 
% 2. SINGH D, TASPINAR YS, KURSUN R, CINAR I, KOKLU M, OZKAN IA, LEE H-N., (2022). Classification and Analysis of Pistachio Species with Pre-Trained Deep Learning Models, Electronics, 11 (7), 981. https://doi.org/10.3390/electronics11070981. (Open Access)
% DATASET: https://www.muratkoklu.com/datasets/
% Article Download (PDF): https://www.mattioli1885journals.com/index.php/progressinnutrition/article/view/9686/9178
% https://www.mdpi.com/2079-9292/11/7/981/pdf


@RELATION Pistachio_16_Features_Dataset
@ATTRIBUTE AREA	INTEGER
@ATTRIBUTE PERIMETER	REAL
@ATTRIBUTE MAJOR_AXIS	REAL
@ATTRIBUTE MINOR_AXIS	REAL
@ATTRIBUTE ECCENTRICITY	REAL
@ATTRIBUTE EQDIASQ	REAL
@ATTRIBUTE SOLIDITY	REAL
@ATTRIBUTE CONVEX_AREA	INTEGER
@ATTRIBUTE EXTENT	REAL
@ATTRIBUTE ASPECT_RATIO	REAL
@ATTRIBUTE ROUNDNESS	REAL
@ATTRIBUTE COMPACTNESS	REAL
@ATTRIBUTE SHAPEFACTOR_1	REAL
@ATTRIBUTE SHAPEFACTOR_2	REAL
@ATTRIBUTE SHAPEFACTOR_3	REAL
@ATTRIBUTE SHAPEFACTOR_4	REAL
@ATTRIBUTE Class	{Kirmizi_Pistachio, Siit_Pistachio}

@DATA
72671,1183.064,445.4609,212.2045,0.8792,304.1835,0.9734,74660,0.7243,2.0992,0.6525,0.6829,0.0061,0.0029,0.4663,0.9788,Kirmizi_Pistachio
84143,1170.386,474.2799,227.7225,0.8772,327.3136,0.9864,85307,0.7556,2.0827,0.7719,0.6901,0.0056,0.0027,0.4763,0.9919,Kirmizi_Pistachio
79055,1241.912,440.7535,231.8403,0.8505,317.2632,0.958,82517,0.7455,1.9011,0.6441,0.7198,0.0056,0.0029,0.5181,0.985,Kirmizi_Pistachio
72322,1796.314,441.5138,221.9051,0.8645,303.4522,0.914,79127,0.7592,1.9897,0.2817,0.6873,0.0061,0.0031,0.4724,0.9399,Kirmizi_Pistachio
54954,1991.1689,377.7057,268.5568,0.7032,264.5177,0.7181,76523,0.5836,1.4064,0.1742,0.7003,0.0069,0.0049,0.4905,0.6898,Kirmizi_Pistachio
71171,1450.9399,449.7746,209.0137,0.8855,301.0278,0.9437,75420,0.6459,2.1519,0.4248,0.6693,0.0063,0.0029,0.4479,0.9639,Kirmizi_Pistachio
76223,1286.825,467.178,211.079,0.8921,311.5287,0.9651,78978,0.757,2.2133,0.5784,0.6668,0.0061,0.0028,0.4447,0.9842,Kirmizi_Pistachio
77693,1260.967,484.8275,208.3114,0.903,314.5184,0.9639,80602,0.7724,2.3274,0.614,0.6487,0.0062,0.0027,0.4208,0.9795,Kirmizi_Pistachio
82880,2466.2371,484.1747,243.805,0.864,324.8478,0.8636,95975,0.6751,1.9859,0.1712,0.6709,0.0058,0.0029,0.4501,0.894,Kirmizi_Pistachio
77194,1191.432,455.5492,222.7852,0.8723,313.5067,0.9481,81423,0.7162,2.0448,0.6834,0.6882,0.0059,0.0029,0.4736,0.9684,Kirmizi_Pistachio
93185,1255.072,453.6855,267.5124,0.8077,344.4515,0.9714,95931,0.7091,1.6959,0.7434,0.7592,0.0049,0.0029,0.5764,0.9776,Kirmizi_Pistachio
69025,1993.151,442.1844,207.924,0.8825,296.4547,0.9211,74936,0.7501,2.1267,0.2183,0.6704,0.0064,0.003,0.4495,0.9559,Kirmizi_Pistachio
44791,993.476,378.3307,156.2171,0.9108,238.8089,0.9451,47391,0.7422,2.4218,0.5703,0.6312,0.0084,0.0035,0.3984,0.9649,Kirmizi_Pistachio
76974,1247.9969,465.7671,215.4544,0.8866,313.0596,0.953,80767,0.7571,2.1618,0.6211,0.6721,0.0061,0.0028,0.4518,0.9766,Kirmizi_Pistachio
57664,1242.043,395.9021,191.1816,0.8757,270.9614,0.9284,62109,0.7336,2.0708,0.4697,0.6844,0.0069,0.0033,0.4684,0.97,Kirmizi_Pistachio
58332,1222.442,398.2985,191.3473,0.877,272.5263,0.9321,62579,0.7149,2.0815,0.4905,0.6842,0.0068,0.0033,0.4682,0.9745,Kirmizi_Pistachio
83044,1212.619,492.7513,231.3234,0.883,325.169,0.9153,90730,0.7195,2.1301,0.7097,0.6599,0.0059,0.0028,0.4355,0.9276,Kirmizi_Pistachio
81796,1212.734,470.0532,228.8208,0.8735,322.7164,0.9471,86362,0.7502,2.0542,0.6989,0.6866,0.0057,0.0028,0.4714,0.9683,Kirmizi_Pistachio
72682,1228.455,483.3133,194.6325,0.9153,304.2065,0.9681,75075,0.7105,2.4832,0.6052,0.6294,0.0066,0.0027,0.3962,0.9838,Kirmizi_Pistachio
69962,1340.625,456.9591,200.8657,0.8982,298.46,0.944,74109,0.7292,2.2749,0.4892,0.6531,0.0065,0.0029,0.4266,0.9705,Kirmizi_Pistachio
74025,1860.1379,448.1681,220.9801,0.87,307.0042,0.9284,79734,0.752,2.0281,0.2688,0.685,0.0061,0.003,0.4693,0.9517,Kirmizi_Pistachio
79004,1965.6801,470.6078,234.6889,0.8668,317.1609,0.8662,91210,0.6818,2.0052,0.2569,0.6739,0.006,0.003,0.4542,0.9108,Kirmizi_Pistachio
67935,1112.063,435.4314,203.2556,0.8844,294.1046,0.9669,70257,0.7099,2.1423,0.6903,0.6754,0.0064,0.003,0.4562,0.9773,Kirmizi_Pistachio
77550,1187.7581,480.5404,218.5406,0.8906,314.2288,0.9099,85226,0.7398,2.1989,0.6908,0.6539,0.0062,0.0028,0.4276,0.9402,Kirmizi_Pistachio
66797,1077.906,431.7112,207.9155,0.8764,291.6309,0.9384,71179,0.7346,2.0764,0.7224,0.6755,0.0065,0.0031,0.4563,0.9475,Kirmizi_Pistachio
40680,1226.045,347.5499,164.0527,0.8816,227.586,0.8485,47945,0.5347,2.1185,0.3401,0.6548,0.0085,0.004,0.4288,0.9084,Kirmizi_Pistachio
75774,1257.574,424.6629,234.7022,0.8334,310.6098,0.9369,80874,0.7264,1.8094,0.6021,0.7314,0.0056,0.0031,0.535,0.968,Kirmizi_Pistachio
64152,1840.572,384.8438,270.2525,0.7119,285.7986,0.7992,80269,0.6221,1.424,0.238,0.7426,0.006,0.0042,0.5515,0.7854,Kirmizi_Pistachio
65548,2125.0669,467.4506,217.0616,0.8857,288.8915,0.7654,85635,0.5232,2.1535,0.1824,0.618,0.0071,0.0033,0.3819,0.8225,Kirmizi_Pistachio
73496,1118.403,414.9055,227.9002,0.8356,305.9052,0.9738,75474,0.7397,1.8206,0.7384,0.7373,0.0056,0.0031,0.5436,0.9896,Kirmizi_Pistachio
72772,1304.8199,485.6216,197.2223,0.9138,304.3948,0.9253,78643,0.725,2.4623,0.5371,0.6268,0.0067,0.0027,0.3929,0.9674,Kirmizi_Pistachio
85382,1297.9189,457.7093,255.0449,0.8304,329.7146,0.9054,94302,0.6732,1.7946,0.6369,0.7204,0.0054,0.003,0.5189,0.9313,Kirmizi_Pistachio
83358,1243.563,486.5285,221.5963,0.8903,325.7832,0.9819,84896,0.749,2.1956,0.6774,0.6696,0.0058,0.0027,0.4484,0.9844,Kirmizi_Pistachio
68539,2113.313,473.7383,245.4457,0.8553,295.4091,0.7609,90076,0.6333,1.9301,0.1929,0.6236,0.0069,0.0036,0.3888,0.7505,Kirmizi_Pistachio
60580,1004.683,404.8234,196.4155,0.8744,277.728,0.9582,63221,0.7785,2.0611,0.7542,0.686,0.0067,0.0032,0.4707,0.9701,Kirmizi_Pistachio
74655,1102.14,444.1705,217.1131,0.8724,308.3078,0.9712,76871,0.7712,2.0458,0.7723,0.6941,0.0059,0.0029,0.4818,0.9857,Kirmizi_Pistachio
94673,1211.194,493.0372,247.0292,0.8654,347.1907,0.9936,95279,0.7474,1.9959,0.811,0.7042,0.0052,0.0026,0.4959,0.9897,Kirmizi_Pistachio
77556,1129.853,416.9061,242.1529,0.814,314.2409,0.9844,78784,0.7476,1.7217,0.7635,0.7537,0.0054,0.0031,0.5681,0.9781,Kirmizi_Pistachio
36760,1730.059,439.6562,155.5409,0.9353,216.343,0.6583,55843,0.4485,2.8266,0.1543,0.4921,0.012,0.0042,0.2421,0.6844,Kirmizi_Pistachio
66410,1953.478,427.1801,217.2864,0.861,290.7849,0.8926,74401,0.6611,1.966,0.2187,0.6807,0.0064,0.0033,0.4634,0.911,Kirmizi_Pistachio
79408,2382.7271,467.5201,258.8673,0.8327,317.9708,0.8612,92208,0.6831,1.806,0.1758,0.6801,0.0059,0.0033,0.4626,0.8354,Kirmizi_Pistachio
81975,1666.797,452.4196,237.9343,0.8505,323.0694,0.9274,88388,0.7124,1.9014,0.3708,0.7141,0.0055,0.0029,0.5099,0.9696,Kirmizi_Pistachio
69388,1078.691,427.5734,208.6801,0.8728,297.2332,0.9812,70719,0.7794,2.0489,0.7494,0.6952,0.0062,0.003,0.4833,0.9902,Kirmizi_Pistachio
93818,1233.8879,478.6811,251.6749,0.8506,345.6194,0.9848,95264,0.7732,1.902,0.7744,0.722,0.0051,0.0027,0.5213,0.9915,Kirmizi_Pistachio
81369,1269.584,456.7599,232.7178,0.8605,321.873,0.9453,86074,0.7151,1.9627,0.6344,0.7047,0.0056,0.0029,0.4966,0.9747,Kirmizi_Pistachio
75629,1206.301,460.1671,213.4616,0.8859,310.3125,0.9789,77259,0.7363,2.1557,0.6531,0.6743,0.0061,0.0028,0.4547,0.9803,Kirmizi_Pistachio
71332,1140.748,428.3089,217.4237,0.8616,301.3681,0.9542,74754,0.7439,1.9699,0.6888,0.7036,0.006,0.003,0.4951,0.9753,Kirmizi_Pistachio
72609,1379.6169,436.4203,223.1518,0.8594,304.0537,0.8986,80804,0.7094,1.9557,0.4794,0.6967,0.006,0.0031,0.4854,0.9493,Kirmizi_Pistachio
77051,1327.001,436.2471,231.9583,0.8469,313.2162,0.9448,81553,0.7105,1.8807,0.5499,0.718,0.0057,0.003,0.5155,0.9695,Kirmizi_Pistachio
84809,1104.275,426.5841,254.8761,0.8019,328.6064,0.9841,86181,0.7634,1.6737,0.874,0.7703,0.005,0.003,0.5934,0.9932,Kirmizi_Pistachio
77926,1299.976,440.8277,233.1616,0.8487,314.9896,0.9523,81829,0.7302,1.8907,0.5795,0.7145,0.0057,0.003,0.5106,0.9653,Kirmizi_Pistachio
76916,1865.749,450.5109,232.7153,0.8563,312.9417,0.9064,84858,0.7218,1.9359,0.2777,0.6946,0.0059,0.003,0.4825,0.9341,Kirmizi_Pistachio
74224,1190.895,459.7732,209.4521,0.8902,307.4165,0.973,76286,0.6639,2.1951,0.6577,0.6686,0.0062,0.0028,0.4471,0.9814,Kirmizi_Pistachio
87181,2045.6219,486.6527,243.8601,0.8654,333.1701,0.9238,94368,0.7312,1.9956,0.2618,0.6846,0.0056,0.0028,0.4687,0.9353,Kirmizi_Pistachio
76100,1998.61,462.7763,218.1146,0.882,311.2773,0.9089,83725,0.7288,2.1217,0.2394,0.6726,0.0061,0.0029,0.4524,0.9599,Kirmizi_Pistachio
73327,1093.545,432.5956,219.0459,0.8623,305.5533,0.9716,75469,0.6005,1.9749,0.7705,0.7063,0.0059,0.003,0.4989,0.9853,Kirmizi_Pistachio
76340,1120.767,457.7969,216.9827,0.8805,311.7677,0.9885,77231,0.6392,2.1098,0.7637,0.681,0.006,0.0028,0.4638,0.9785,Kirmizi_Pistachio
84224,1200.877,467.1863,235.6823,0.8634,327.4711,0.9668,87114,0.7333,1.9823,0.7339,0.7009,0.0055,0.0028,0.4913,0.9739,Kirmizi_Pistachio
83885,2254.8501,508.1339,223.0757,0.8985,326.8114,0.9012,93077,0.6999,2.2779,0.2073,0.6432,0.0061,0.0027,0.4137,0.9422,Kirmizi_Pistachio
76223,1174.623,455.0757,214.8004,0.8816,311.5287,0.9765,78055,0.7181,2.1186,0.6942,0.6846,0.006,0.0028,0.4686,0.9928,Kirmizi_Pistachio
85328,1146.3521,458.3759,239.8108,0.8522,329.6104,0.9913,86075,0.7833,1.9114,0.816,0.7191,0.0054,0.0028,0.5171,0.9884,Kirmizi_Pistachio
77973,1393.83,468.3212,219.7142,0.8831,315.0846,0.9394,83007,0.6425,2.1315,0.5044,0.6728,0.006,0.0028,0.4527,0.9648,Kirmizi_Pistachio
55185,1044.981,395.2131,179.4567,0.891,265.0731,0.9702,56880,0.5562,2.2023,0.6351,0.6707,0.0072,0.0033,0.4499,0.9907,Kirmizi_Pistachio
78903,1232.807,474.7028,216.747,0.8897,316.9581,0.9542,82690,0.7154,2.1901,0.6524,0.6677,0.006,0.0027,0.4458,0.9764,Kirmizi_Pistachio
78636,1184.7,462.8559,220.7861,0.8789,316.4213,0.9727,80845,0.7243,2.0964,0.7041,0.6836,0.0059,0.0028,0.4673,0.9797,Kirmizi_Pistachio
79014,1836.946,456.1419,239.6043,0.8509,317.1809,0.9086,86958,0.7231,1.9037,0.2943,0.6954,0.0058,0.003,0.4835,0.9205,Kirmizi_Pistachio
75984,1191.655,456.0435,217.1558,0.8794,311.0399,0.969,78412,0.6757,2.1001,0.6724,0.682,0.006,0.0029,0.4652,0.9769,Kirmizi_Pistachio
74070,2140.6589,460.5987,214.7591,0.8846,307.0975,0.9205,80470,0.7574,2.1447,0.2031,0.6667,0.0062,0.0029,0.4445,0.9534,Kirmizi_Pistachio
52802,1096.412,405.7816,193.4352,0.8791,259.2867,0.8312,63527,0.6283,2.0978,0.552,0.639,0.0077,0.0037,0.4083,0.8565,Kirmizi_Pistachio
76747,1501.296,465.9387,217.7751,0.8841,312.5977,0.9122,84131,0.6531,2.1395,0.4279,0.6709,0.0061,0.0028,0.4501,0.963,Kirmizi_Pistachio
81090,1225.73,463.695,226.2883,0.8728,321.3207,0.9629,84214,0.6596,2.0491,0.6782,0.693,0.0057,0.0028,0.4802,0.984,Kirmizi_Pistachio
58954,1877.178,405.8917,215.9595,0.8467,273.9755,0.8516,69229,0.67,1.8795,0.2102,0.675,0.0069,0.0037,0.4556,0.8563,Kirmizi_Pistachio
79306,1251.844,494.3546,206.916,0.9082,317.7665,0.9669,82019,0.7228,2.3892,0.6359,0.6428,0.0062,0.0026,0.4132,0.9872,Kirmizi_Pistachio
71743,1100.9399,441.3444,219.4393,0.8676,302.235,0.9229,77735,0.7228,2.0112,0.7438,0.6848,0.0062,0.0031,0.469,0.9432,Kirmizi_Pistachio
83956,1248.038,457.1652,234.8569,0.858,326.9497,0.9697,86578,0.7381,1.9466,0.6773,0.7152,0.0054,0.0028,0.5115,0.9956,Kirmizi_Pistachio
59629,1043.865,412.2296,186.1251,0.8923,275.5395,0.9782,60959,0.658,2.2148,0.6877,0.6684,0.0069,0.0031,0.4468,0.9895,Kirmizi_Pistachio
77197,1093.168,434.6748,230.9623,0.8472,313.5128,0.9711,79493,0.752,1.882,0.8118,0.7213,0.0056,0.003,0.5202,0.9791,Kirmizi_Pistachio
76258,2243.6179,465.1225,253.6346,0.8382,311.6002,0.7976,95609,0.6227,1.8338,0.1904,0.6699,0.0061,0.0033,0.4488,0.823,Kirmizi_Pistachio
89267,1242.197,485.1969,238.4912,0.8709,337.1324,0.9758,91482,0.6987,2.0344,0.727,0.6948,0.0054,0.0027,0.4828,0.9822,Kirmizi_Pistachio
50804,1369.5129,410.5071,161.1114,0.9198,254.3338,0.9281,54737,0.6813,2.548,0.3404,0.6196,0.0081,0.0032,0.3839,0.9781,Kirmizi_Pistachio
57938,1129.9871,421.4966,181.7432,0.9023,271.6044,0.9492,61036,0.6556,2.3192,0.5702,0.6444,0.0073,0.0031,0.4152,0.963,Kirmizi_Pistachio
75142,1989.821,476.7832,224.8386,0.8818,309.3118,0.8789,85497,0.6846,2.1206,0.2385,0.6487,0.0063,0.003,0.4209,0.8925,Kirmizi_Pistachio
68562,1383.17,422.4373,217.9289,0.8567,295.4587,0.9218,74380,0.7149,1.9384,0.4503,0.6994,0.0062,0.0032,0.4892,0.9482,Kirmizi_Pistachio
61544,1242.5699,423.3832,196.8804,0.8853,279.929,0.9323,66012,0.715,2.1505,0.5009,0.6612,0.0069,0.0032,0.4371,0.9401,Kirmizi_Pistachio
81245,1430.686,472.579,227.5836,0.8764,321.6277,0.9415,86295,0.7217,2.0765,0.4988,0.6806,0.0058,0.0028,0.4632,0.9618,Kirmizi_Pistachio
78705,1401.468,435.9593,232.917,0.8453,316.5601,0.9624,81780,0.7107,1.8717,0.5036,0.7261,0.0055,0.003,0.5273,0.9869,Kirmizi_Pistachio
66411,1196.144,450.1138,204.8328,0.8905,290.787,0.8815,75340,0.7346,2.1975,0.5833,0.646,0.0068,0.0031,0.4174,0.9171,Kirmizi_Pistachio
66773,1309.47,435.3412,201.5894,0.8863,291.5785,0.9528,70083,0.7276,2.1595,0.4894,0.6698,0.0065,0.003,0.4486,0.9688,Kirmizi_Pistachio
69615,1467.988,467.1482,194.669,0.909,297.7189,0.9309,74783,0.7005,2.3997,0.4059,0.6373,0.0067,0.0028,0.4062,0.9747,Kirmizi_Pistachio
58990,953.709,368.6313,208.9783,0.8238,274.0591,0.9761,60432,0.7687,1.764,0.815,0.7435,0.0062,0.0035,0.5527,0.975,Kirmizi_Pistachio
85227,1278.989,482.0784,229.7195,0.8792,329.4152,0.9752,87396,0.7751,2.0986,0.6547,0.6833,0.0057,0.0027,0.4669,0.9799,Kirmizi_Pistachio
72479,1133.733,447.9656,220.6381,0.8703,303.7814,0.9091,79728,0.6822,2.0303,0.7086,0.6781,0.0062,0.003,0.4599,0.9337,Kirmizi_Pistachio
77973,1240.174,486.9174,208.2656,0.9039,315.0846,0.9554,81611,0.7631,2.338,0.6371,0.6471,0.0062,0.0027,0.4187,0.979,Kirmizi_Pistachio
62618,2125.248,401.2702,248.3522,0.7855,282.361,0.8125,77070,0.6333,1.6157,0.1742,0.7037,0.0064,0.004,0.4951,0.8,Kirmizi_Pistachio
76405,1455.274,431.1477,232.2733,0.8425,311.9004,0.9585,79710,0.7667,1.8562,0.4534,0.7234,0.0056,0.003,0.5233,0.9714,Kirmizi_Pistachio
61300,1054.952,429.8559,190.2546,0.8967,279.3736,0.9403,65195,0.7001,2.2594,0.6922,0.6499,0.007,0.0031,0.4224,0.9544,Kirmizi_Pistachio
71061,1052.917,419.1131,217.3003,0.8551,300.7951,0.9906,71738,0.7459,1.9287,0.8055,0.7177,0.0059,0.0031,0.5151,0.9935,Kirmizi_Pistachio
80981,1221.6689,474.3952,220.0181,0.8859,321.1047,0.9798,82648,0.7526,2.1562,0.6818,0.6769,0.0059,0.0027,0.4582,0.9879,Kirmizi_Pistachio
79793,2403.011,457.6125,264.9783,0.8153,318.7407,0.8555,93276,0.6686,1.727,0.1736,0.6965,0.0057,0.0033,0.4852,0.8379,Kirmizi_Pistachio
56095,1532.025,448.1993,169.0287,0.9262,267.2496,0.8868,63255,0.6703,2.6516,0.3003,0.5963,0.008,0.003,0.3555,0.9428,Kirmizi_Pistachio
61137,1517.489,392.1009,212.6747,0.8401,279.0019,0.9021,67771,0.692,1.8437,0.3336,0.7116,0.0064,0.0035,0.5063,0.9335,Kirmizi_Pistachio
41578,1534.566,363.1898,152.4602,0.9076,230.0842,0.8914,46646,0.6713,2.3822,0.2219,0.6335,0.0087,0.0037,0.4013,0.9561,Kirmizi_Pistachio
81904,2216.842,433.6953,259.017,0.8021,322.9294,0.8921,91809,0.7281,1.6744,0.2094,0.7446,0.0053,0.0032,0.5544,0.9283,Kirmizi_Pistachio
72208,1841.912,422.9324,240.0699,0.8233,303.2129,0.8816,81907,0.7137,1.7617,0.2675,0.7169,0.0059,0.0033,0.514,0.9055,Kirmizi_Pistachio
91974,1873.724,506.3762,244.9716,0.8752,342.206,0.9443,97404,0.7437,2.0671,0.3292,0.6758,0.0055,0.0027,0.4567,0.944,Kirmizi_Pistachio
72229,1538.7061,436.2786,243.3959,0.8299,303.257,0.8692,83102,0.6549,1.7925,0.3834,0.6951,0.006,0.0034,0.4832,0.8661,Kirmizi_Pistachio
69358,1128.322,440.0523,205.7822,0.8839,297.1689,0.9707,71451,0.7776,2.1384,0.6846,0.6753,0.0063,0.003,0.456,0.9752,Kirmizi_Pistachio
72181,1997.041,441.4275,220.1669,0.8667,303.1563,0.9042,79828,0.7019,2.005,0.2274,0.6868,0.0061,0.0031,0.4716,0.9456,Kirmizi_Pistachio
91757,1273.413,503.7521,233.023,0.8866,341.8021,0.9846,93193,0.7722,2.1618,0.7111,0.6785,0.0055,0.0025,0.4604,0.9953,Kirmizi_Pistachio
67556,1198.418,433.4774,203.1248,0.8834,293.2831,0.9583,70499,0.7662,2.134,0.5911,0.6766,0.0064,0.003,0.4578,0.9769,Kirmizi_Pistachio
74374,1151.839,438.3719,217.9243,0.8677,307.727,0.9744,76331,0.7686,2.0116,0.7044,0.702,0.0059,0.0029,0.4928,0.9912,Kirmizi_Pistachio
84344,1193.489,453.1787,243.4623,0.8434,327.7043,0.967,87226,0.7708,1.8614,0.7441,0.7231,0.0054,0.0029,0.5229,0.9733,Kirmizi_Pistachio
79243,1298.79,482.5423,219.7967,0.8902,317.6402,0.9293,85274,0.7533,2.1954,0.5903,0.6583,0.0061,0.0028,0.4333,0.9513,Kirmizi_Pistachio
92846,2465.241,509.9047,252.8347,0.8684,343.8244,0.8908,104229,0.7383,2.0168,0.192,0.6743,0.0055,0.0027,0.4547,0.917,Kirmizi_Pistachio
72220,1222.402,452.7343,215.3757,0.8796,303.2381,0.9114,79244,0.7327,2.1021,0.6074,0.6698,0.0063,0.003,0.4486,0.943,Kirmizi_Pistachio
57825,1675.674,400.8743,210.4588,0.8511,271.3394,0.8426,68629,0.617,1.9048,0.2588,0.6769,0.0069,0.0036,0.4582,0.8727,Kirmizi_Pistachio
61585,1675.264,409.7278,210.0434,0.8586,280.0222,0.9013,68326,0.6071,1.9507,0.2758,0.6834,0.0067,0.0034,0.4671,0.9111,Kirmizi_Pistachio
72519,1069.9611,419.5137,224.9402,0.8441,303.8652,0.9616,75416,0.7489,1.865,0.796,0.7243,0.0058,0.0031,0.5246,0.9785,Kirmizi_Pistachio
76838,1538.651,469.6896,218.7239,0.885,312.783,0.8845,86875,0.6704,2.1474,0.4079,0.6659,0.0061,0.0028,0.4435,0.9523,Kirmizi_Pistachio
72019,1157.78,450.2674,204.9673,0.8904,302.8159,0.975,73869,0.753,2.1968,0.6752,0.6725,0.0063,0.0028,0.4523,0.9936,Kirmizi_Pistachio
62840,1197.223,379.452,218.2999,0.8179,282.8611,0.9736,64544,0.7358,1.7382,0.5509,0.7454,0.006,0.0035,0.5557,0.9659,Kirmizi_Pistachio
63160,1126.863,437.8062,188.1985,0.9029,283.5804,0.9759,64721,0.6928,2.3263,0.625,0.6477,0.0069,0.003,0.4196,0.976,Kirmizi_Pistachio
73799,2376.085,456.7931,219.7516,0.8767,306.5352,0.9039,81644,0.6816,2.0787,0.1643,0.6711,0.0062,0.003,0.4503,0.9361,Kirmizi_Pistachio
63072,1943.854,396.6056,225.1856,0.8232,283.3827,0.8874,71077,0.7047,1.7612,0.2098,0.7145,0.0063,0.0036,0.5105,0.8992,Kirmizi_Pistachio
84539,1224.829,489.0164,225.3641,0.8875,328.0829,0.9662,87494,0.7486,2.1699,0.7081,0.6709,0.0058,0.0027,0.4501,0.9767,Kirmizi_Pistachio
71330,1228.375,469.0221,201.617,0.9029,301.3639,0.9431,75632,0.7177,2.3263,0.594,0.6425,0.0066,0.0028,0.4129,0.9604,Kirmizi_Pistachio
82522,1144.26,460.34,231.464,0.8644,324.1454,0.9773,84435,0.7456,1.9888,0.792,0.7041,0.0056,0.0028,0.4958,0.9861,Kirmizi_Pistachio
70277,1687.6949,442.1714,215.5658,0.8731,299.1312,0.8931,78689,0.6998,2.0512,0.3101,0.6765,0.0063,0.0031,0.4577,0.9388,Kirmizi_Pistachio
83517,1281.6591,462.5503,234.7448,0.8617,326.0938,0.9644,86597,0.7578,1.9704,0.6389,0.705,0.0055,0.0028,0.497,0.9793,Kirmizi_Pistachio
70915,2004.276,442.6382,224.7112,0.8616,300.4859,0.899,78884,0.7149,1.9698,0.2218,0.6789,0.0062,0.0032,0.4608,0.9078,Kirmizi_Pistachio
54461,1657.509,382.4734,212.1507,0.8321,263.3285,0.8491,64138,0.6791,1.8028,0.2491,0.6885,0.007,0.0039,0.474,0.8546,Kirmizi_Pistachio
69397,1901.536,420.0135,239.6857,0.8212,297.2524,0.8848,78434,0.6584,1.7524,0.2412,0.7077,0.0061,0.0035,0.5009,0.8777,Kirmizi_Pistachio
78365,1810.199,474.379,238.5199,0.8644,315.8756,0.866,90494,0.6927,1.9888,0.3005,0.6659,0.0061,0.003,0.4434,0.8818,Kirmizi_Pistachio
75046,2610.3301,439.4813,270.4715,0.7882,309.1141,0.8176,91784,0.6621,1.6249,0.1384,0.7034,0.0059,0.0036,0.4947,0.8039,Kirmizi_Pistachio
63272,1062.814,405.7033,204.4482,0.8637,283.8317,0.9578,66061,0.687,1.9844,0.7039,0.6996,0.0064,0.0032,0.4894,0.9712,Kirmizi_Pistachio
60541,2005.332,415.4017,267.0105,0.7661,277.6386,0.6998,86517,0.5697,1.5558,0.1892,0.6684,0.0069,0.0044,0.4467,0.695,Kirmizi_Pistachio
57971,1458.281,372.8407,209.833,0.8266,271.6817,0.9296,62364,0.6946,1.7768,0.3426,0.7287,0.0064,0.0036,0.531,0.9435,Kirmizi_Pistachio
70727,1292.1429,442.0515,212.6196,0.8767,300.0873,0.9414,75132,0.6911,2.0791,0.5323,0.6789,0.0063,0.003,0.4608,0.9581,Kirmizi_Pistachio
78536,2738.6531,453.438,252.2755,0.8309,316.2201,0.8772,89533,0.7092,1.7974,0.1316,0.6974,0.0058,0.0032,0.4863,0.8742,Kirmizi_Pistachio
89313,1250.588,459.0193,249.699,0.8391,337.2193,0.983,90857,0.7693,1.8383,0.7176,0.7347,0.0051,0.0028,0.5397,0.9921,Kirmizi_Pistachio
58364,1666.6479,377.399,206.4362,0.8371,272.6011,0.9283,62869,0.7273,1.8282,0.264,0.7223,0.0065,0.0035,0.5217,0.9538,Kirmizi_Pistachio
84821,1894.724,491.2557,233.824,0.8795,328.6297,0.9156,92635,0.6702,2.101,0.2969,0.669,0.0058,0.0028,0.4475,0.9402,Kirmizi_Pistachio
70742,1064.3051,444.3815,203.5172,0.889,300.1192,0.9918,71329,0.7677,2.1835,0.7848,0.6754,0.0063,0.0029,0.4561,0.9959,Kirmizi_Pistachio
48509,1020.717,439.9729,143.3477,0.9454,248.5228,0.9792,49537,0.7156,3.0693,0.5851,0.5649,0.0091,0.003,0.3191,0.9793,Kirmizi_Pistachio
76606,1856.0699,461.8441,226.0298,0.8721,312.3104,0.9232,82982,0.7273,2.0433,0.2794,0.6762,0.006,0.003,0.4573,0.9344,Kirmizi_Pistachio
71991,1429.066,453.819,211.9316,0.8843,302.757,0.929,77489,0.6628,2.1413,0.443,0.6671,0.0063,0.0029,0.4451,0.953,Kirmizi_Pistachio
90302,2037.153,479.2034,305.8938,0.7698,339.0812,0.8279,109071,0.6109,1.5666,0.2734,0.7076,0.0053,0.0034,0.5007,0.7844,Kirmizi_Pistachio
66019,1202.3571,416.3206,211.2166,0.8617,289.9276,0.9078,72728,0.7284,1.9711,0.5739,0.6964,0.0063,0.0032,0.485,0.9559,Kirmizi_Pistachio
67255,1156.59,426.769,206.1425,0.8756,292.629,0.9549,70429,0.726,2.0703,0.6318,0.6857,0.0063,0.0031,0.4702,0.9734,Kirmizi_Pistachio
79285,1760.3929,459.7296,226.0847,0.8707,317.7244,0.9405,84303,0.7462,2.0334,0.3215,0.6911,0.0058,0.0029,0.4776,0.9712,Kirmizi_Pistachio
