% Citation Request :
% 1. OZKAN IA., KOKLU M. and SARACOGLU R. (2021). Classification of Pistachio Species Using Improved K-NN Classifier. Progress in Nutrition, Vol. 23, N. 2, pp. DOI:10.23751/pn.v23i2.9686.  (Open Access) 

% 2. SINGH D, TASPINAR YS, KURSUN R, CINAR I, KOKLU M, OZKAN IA, LEE H-N., (2022). Classification and Analysis of Pistachio Species with Pre-Trained Deep Learning Models, Electronics, 11 (7), 981. https://doi.org/10.3390/electronics11070981. (Open Access) 
% 
% DATASET: https://www.muratkoklu.com/datasets/
% Article Download (PDF): https://www.mattioli1885journals.com/index.php/progressinnutrition/article/view/9686/9178
% https://doi.org/10.3390/electronics11070981. 
% DATASET: https://www.muratkoklu.com/datasets/

@RELATION Pistachio_28_Features_Dataset
@ATTRIBUTE Area	INTEGER
@ATTRIBUTE Perimeter	REAL
@ATTRIBUTE Major_Axis	REAL
@ATTRIBUTE Minor_Axis	REAL
@ATTRIBUTE Eccentricity	REAL
@ATTRIBUTE Eqdiasq	REAL
@ATTRIBUTE Solidity	REAL
@ATTRIBUTE Convex_Area	INTEGER
@ATTRIBUTE Extent	REAL
@ATTRIBUTE Aspect_Ratio	REAL
@ATTRIBUTE Roundness	REAL
@ATTRIBUTE Compactness	REAL
@ATTRIBUTE Shapefactor_1	REAL
@ATTRIBUTE Shapefactor_2	REAL
@ATTRIBUTE Shapefactor_3	REAL
@ATTRIBUTE Shapefactor_4	REAL
@ATTRIBUTE Mean_RR	REAL
@ATTRIBUTE Mean_RG	REAL
@ATTRIBUTE Mean_RB	REAL
@ATTRIBUTE StdDev_RR	REAL
@ATTRIBUTE StdDev_RG	REAL
@ATTRIBUTE StdDev_RB	REAL
@ATTRIBUTE Skew_RR	REAL
@ATTRIBUTE Skew_RG	REAL
@ATTRIBUTE Skew_RB	REAL
@ATTRIBUTE Kurtosis_RR	REAL
@ATTRIBUTE Kurtosis_RG	REAL
@ATTRIBUTE Kurtosis_RB	REAL
@ATTRIBUTE Class	{Kirmizi_Pistachio, Siirt_Pistachio}

@DATA
64900,1152.98,445.0892,195.7271,0.8981,287.46,0.9297,69806,0.716,2.274,0.6135,0.6458,0.0069,0.003,0.4171,0.9485,216.6028,201.1905,175.1885,24.0904,24.5929,25.8804,-0.568,-0.4767,-0.1455,2.3474,2.3609,2.6982,Kirmizi_Pistachio
76426,1606.004,433.2121,234.2538,0.8412,311.9433,0.9291,82258,0.6987,1.8493,0.3724,0.7201,0.0057,0.0031,0.5185,0.9589,222.8996,211.1096,184.6751,26.0041,25.312,26.0878,-0.725,-0.6926,-0.7847,2.6421,2.545,2.9235,Kirmizi_Pistachio
78723,1172.6,432.4667,239.3092,0.8329,316.5963,0.9653,81557,0.6697,1.8071,0.7195,0.7321,0.0055,0.003,0.5359,0.9685,224.3866,215.1541,202.066,24.2508,25.0236,25.6368,-1.1384,-1.0108,-1.0165,3.4884,3.2964,3.2905,Kirmizi_Pistachio
88425,1326.802,494.2673,230.2386,0.8849,335.5387,0.9773,90478,0.7615,2.1468,0.6312,0.6789,0.0056,0.0026,0.4609,0.9893,221.8798,208.2536,181.8381,23.0324,24.1783,26.4804,-0.7167,-0.5659,-0.5442,3.1143,2.7295,2.51,Kirmizi_Pistachio
76159,1338.583,463.3061,219.6175,0.8805,311.3979,0.9315,81761,0.5775,2.1096,0.5341,0.6721,0.0061,0.0029,0.4517,0.953,197.5723,185.1804,186.2828,20.5162,21.6499,20.9,-0.1969,-0.0387,-0.174,2.1536,2.2535,2.3726,Kirmizi_Pistachio
60644,1234.6281,414.7089,191.0416,0.8876,277.8747,0.9522,63686,0.6301,2.1708,0.4999,0.67,0.0068,0.0032,0.449,0.9746,205.7863,193.7593,156.5465,19.8517,21.958,26.51,-0.3176,-0.1311,0.2875,2.3915,2.169,2.2608,Kirmizi_Pistachio
71661,1294.119,453.5826,221.3619,0.8728,302.0623,0.8917,80363,0.6464,2.0491,0.5377,0.6659,0.0063,0.0031,0.4435,0.9087,202.5876,190.4828,171.9275,19.5864,20.2993,21.5164,-0.5169,-0.3329,0.0885,2.5654,2.5026,2.6128,Kirmizi_Pistachio
72970,1205.598,467.1148,208.1608,0.8952,304.8086,0.9421,77457,0.7441,2.244,0.6309,0.6525,0.0064,0.0029,0.4258,0.9555,217.7964,207.5049,187.736,20.6084,20.1423,20.2611,-1.1286,-1.1561,-0.6461,3.9392,4.1993,4.2688,Kirmizi_Pistachio
90911,1261.583,477.1039,245.9392,0.8569,340.2227,0.9799,92778,0.6417,1.9399,0.7178,0.7131,0.0052,0.0027,0.5085,0.9865,184.0695,175.6405,169.7058,14.4208,14.3465,13.4445,-0.2698,-0.2339,0.1583,2.3977,2.3695,3.0462,Kirmizi_Pistachio
84778,2389.2419,456.8828,269.2671,0.8079,328.5464,0.8754,96847,0.6745,1.6968,0.1866,0.7191,0.0054,0.0032,0.5171,0.8774,214.7066,206.0929,191.4721,25.5623,26.3008,28.559,-0.4312,-0.4076,-0.5542,2.1464,2.1301,2.4078,Kirmizi_Pistachio
94688,2029.233,492.8399,263.3264,0.8453,347.2182,0.9192,103012,0.6826,1.8716,0.289,0.7045,0.0052,0.0028,0.4964,0.929,209.9245,200.1782,182.4119,23.8866,24.5468,25.5162,-0.2968,-0.2306,-0.0952,2.1827,2.1507,2.4638,Kirmizi_Pistachio
76410,1966.1021,462.8589,223.0895,0.8762,311.9106,0.8895,85901,0.7084,2.0748,0.2484,0.6739,0.0061,0.0029,0.4541,0.9422,195.4096,181.1598,165.6851,16.6279,17.0278,17.3052,0.1159,0.225,0.704,2.9568,3.4077,4.7492,Kirmizi_Pistachio
67330,1632.719,453.9588,197.0713,0.9009,292.7921,0.9141,73654,0.6594,2.3035,0.3174,0.645,0.0067,0.0029,0.416,0.9583,201.6114,190.7893,173.8993,19.6528,21.3132,27.7282,-0.3226,-0.0459,0.4107,2.5689,2.5084,2.8948,Kirmizi_Pistachio
84844,1265.946,489.6099,225.0199,0.8881,328.6742,0.9645,87971,0.7706,2.1759,0.6653,0.6713,0.0058,0.0027,0.4506,0.9805,198.4084,188.7884,178.8526,15.7638,16.8605,19.1311,-0.1146,0.0547,0.6264,3.1284,3.1598,3.6381,Kirmizi_Pistachio
73930,1155.9871,434.6458,229.1535,0.8497,306.8071,0.9534,77545,0.719,1.8967,0.6952,0.7059,0.0059,0.0031,0.4983,0.9451,216.3727,207.3288,191.9696,24.6262,25.998,24.3494,-0.6254,-0.5717,-0.4383,2.5942,2.4883,2.5331,Kirmizi_Pistachio
77282,2003.605,468.9633,220.9836,0.882,313.6854,0.9001,85862,0.6953,2.1222,0.2419,0.6689,0.0061,0.0029,0.4474,0.9495,194.4185,184.6605,180.6567,17.8749,19.133,20.0826,0.1775,0.3379,0.4795,3.703,3.7934,4.6584,Kirmizi_Pistachio
77121,1205.929,457.7101,219.7576,0.8772,313.3584,0.9649,79928,0.755,2.0828,0.6664,0.6846,0.0059,0.0028,0.4687,0.9762,219.6304,213.2046,195.8922,23.0135,23.7293,24.6829,-1.0811,-1.0048,-0.6714,3.3951,3.1828,2.4794,Kirmizi_Pistachio
77289,1183.1071,471.7619,213.2464,0.892,313.6996,0.9704,79647,0.6719,2.2123,0.6939,0.665,0.0061,0.0028,0.4422,0.9782,223.3907,221.9625,206.674,22.5909,24.1588,21.9902,-0.7935,-0.6507,-0.6646,3.3722,2.8398,3.7842,Kirmizi_Pistachio
79301,1227.236,464.2539,224.8724,0.8749,317.7565,0.9531,83206,0.5734,2.0645,0.6617,0.6844,0.0059,0.0028,0.4685,0.9672,219.9531,212.897,190.7531,21.8897,23.0891,22.9654,-1.2773,-1.1508,-1.0616,3.8794,3.6273,3.3711,Kirmizi_Pistachio
76243,1147.8,427.4913,236.7003,0.8327,311.5696,0.9252,82410,0.691,1.806,0.7272,0.7288,0.0056,0.0031,0.5312,0.9594,220.5517,212.3335,190.7925,23.7272,25.0858,24.4028,-1.072,-1.0313,-1.0187,3.1138,3.0478,3.2624,Kirmizi_Pistachio
92225,2651.1111,481.0455,280.84,0.8119,342.6726,0.8696,106056,0.6737,1.7129,0.1649,0.7123,0.0052,0.003,0.5074,0.8692,209.6254,198.3155,184.6562,22.6659,24.5759,27.8613,-0.4977,-0.4226,-0.2274,2.4239,2.387,2.1797,Kirmizi_Pistachio
68438,1075.89,416.6633,216.7371,0.8541,295.1914,0.9553,71640,0.7547,1.9224,0.743,0.7085,0.0061,0.0032,0.5019,0.9649,210.6724,196.5625,169.5695,18.1005,18.8822,20.8715,-0.5968,-0.2855,0.1597,3.2497,2.9534,3.7168,Kirmizi_Pistachio
86614,1269.701,510.1183,219.445,0.9027,332.0849,0.9663,89631,0.7489,2.3246,0.6751,0.651,0.0059,0.0025,0.4238,0.9851,223.2518,211.4677,184.8547,23.905,24.7033,25.7017,-0.9699,-0.8604,-0.5824,2.9653,2.9377,2.6677,Kirmizi_Pistachio
78556,1682.809,470.528,216.9232,0.8874,316.2603,0.9645,81448,0.7495,2.1691,0.3486,0.6721,0.006,0.0028,0.4518,0.9799,229.2701,221.1274,198.4221,25.2218,28.4388,28.1948,-0.9244,-0.7196,-0.5731,2.8695,2.5156,2.2973,Kirmizi_Pistachio
52223,1621.455,350.1826,269.9057,0.6371,257.8612,0.7218,72347,0.5785,1.2974,0.2496,0.7364,0.0067,0.0052,0.5422,0.7035,203.5395,191.3212,165.3193,19.7785,22.2105,26.7584,-0.0092,0.2671,0.613,2.7289,2.8016,3.3398,Kirmizi_Pistachio
78504,2356.7959,454.8214,231.6715,0.8605,316.1556,0.9104,86230,0.729,1.9632,0.1776,0.6951,0.0058,0.003,0.4832,0.9486,207.8383,200.6612,187.3453,21.5792,23.7369,27.053,-0.37,-0.1949,-0.0301,2.7788,2.6392,3.1287,Kirmizi_Pistachio
83887,1620.59,475.0419,229.4368,0.8756,326.8153,0.9355,89668,0.7118,2.0705,0.4014,0.688,0.0057,0.0027,0.4733,0.98,195.3369,183.4818,165.9044,16.2561,17.0439,18.4417,-0.1451,0.0437,0.5351,2.973,3.2938,4.6686,Kirmizi_Pistachio
91189,1250.9871,506.5078,232.4498,0.8885,340.7425,0.9758,93446,0.698,2.179,0.7322,0.6727,0.0056,0.0025,0.4526,0.9861,220.7381,216.5392,199.3313,23.3391,24.4021,28.5784,-0.8234,-0.6695,-0.428,3.0743,2.7955,2.5001,Kirmizi_Pistachio
68626,1407.532,448.5386,198.9794,0.8962,295.5966,0.9471,72456,0.7662,2.2542,0.4353,0.659,0.0065,0.0029,0.4343,0.979,216.3422,205.317,190.0866,24.4091,25.6984,28.5108,-0.8011,-0.6479,-0.6135,2.5193,2.4528,2.4083,Kirmizi_Pistachio
70919,2090.9409,433.6141,235.168,0.8402,300.4944,0.8548,82965,0.6895,1.8438,0.2038,0.693,0.0061,0.0033,0.4802,0.8855,206.8298,201.4361,192.416,22.8351,24.7737,26.3049,-0.3539,-0.1712,-0.0865,2.3286,2.3256,2.5264,Kirmizi_Pistachio
85050,1222.8831,466.8619,241.0077,0.8565,329.073,0.9579,88785,0.7342,1.9371,0.7147,0.7049,0.0055,0.0028,0.4968,0.9624,235.3151,227.1382,213.0544,20.5553,22.0989,20.5159,-1.4562,-1.1388,-0.8224,4.9651,3.9899,3.6417,Kirmizi_Pistachio
62824,1071.8781,429.4564,188.3844,0.8987,282.825,0.979,64170,0.7521,2.2797,0.6871,0.6586,0.0068,0.003,0.4337,0.9887,218.9669,204.7424,195.4746,23.8435,26.0211,27.0606,-0.6169,0.0395,-0.328,2.679,2.4715,2.6271,Kirmizi_Pistachio
66416,1214.902,424.6967,207.9906,0.8719,290.798,0.9325,71220,0.7355,2.0419,0.5655,0.6847,0.0064,0.0031,0.4688,0.9573,216.3326,211.5613,193.736,23.7433,26.079,28.0591,-0.8029,-0.7383,-0.6238,2.6235,2.4865,2.3976,Kirmizi_Pistachio
52622,1196.175,392.8597,174.0256,0.8965,258.8444,0.9417,55878,0.7535,2.2575,0.4622,0.6589,0.0075,0.0033,0.4341,0.98,188.5508,181.8683,185.4809,15.3305,16.3001,14.8927,-0.7356,-0.6525,-0.6564,2.9006,2.6997,3.0821,Kirmizi_Pistachio
70230,1867.843,426.6893,236.2965,0.8327,299.0311,0.8531,82323,0.6896,1.8057,0.253,0.7008,0.0061,0.0034,0.4911,0.8869,212.3695,204.6458,190.0004,24.7975,25.9164,27.3649,-0.4136,-0.3944,-0.3638,2.0361,2.02,1.9837,Kirmizi_Pistachio
89459,2353.708,486.6219,246.6003,0.8621,337.4948,0.9151,97758,0.7116,1.9733,0.2029,0.6935,0.0054,0.0028,0.481,0.9492,206.5593,195.248,178.4914,19.6324,22.2414,21.4674,-0.6666,-0.4956,0.0061,3.0158,2.7478,3.3595,Kirmizi_Pistachio
88907,1257.834,481.4239,243.481,0.8627,336.4519,0.9425,94333,0.7117,1.9773,0.7062,0.6989,0.0054,0.0027,0.4884,0.9657,229.531,218.6019,194.2074,25.4655,26.6328,27.1827,-0.9875,-0.7769,-0.4798,3.1553,2.7926,2.3534,Kirmizi_Pistachio
79236,1885.225,461.6183,246.4892,0.8455,317.6262,0.8759,90460,0.6936,1.8728,0.2802,0.6881,0.0058,0.0031,0.4734,0.8866,219.9301,211.4739,198.2596,23.3947,23.8955,23.5542,-0.62,-0.6464,-0.5702,2.7001,2.7049,2.8529,Kirmizi_Pistachio
66727,1780.394,414.1867,235.2277,0.8231,291.4781,0.8405,79390,0.6015,1.7608,0.2645,0.7037,0.0062,0.0035,0.4952,0.872,225.8267,213.0097,183.5869,25.3079,26.1799,26.327,-0.7218,-0.6358,-0.3342,2.4797,2.4278,2.9133,Kirmizi_Pistachio
79655,1958.9771,465.9666,237.967,0.8598,318.4649,0.8988,88626,0.6613,1.9581,0.2608,0.6835,0.0058,0.003,0.4671,0.9146,216.6587,211.0399,197.9957,24.424,26.5801,30.1728,-0.506,-0.4211,-0.3261,2.3883,2.3012,2.2158,Kirmizi_Pistachio
60614,1119.3719,390.418,210.0969,0.8429,277.8059,0.9428,64291,0.681,1.8583,0.6079,0.7116,0.0064,0.0035,0.5063,0.9409,198.7333,187.7623,168.2755,21.4189,22.5231,21.7161,-0.0686,-0.0885,0.0304,2.2346,2.1841,2.3258,Kirmizi_Pistachio
79705,1382.5031,495.1837,210.4535,0.9052,318.5648,0.9455,84299,0.7711,2.3529,0.524,0.6433,0.0062,0.0026,0.4139,0.9738,201.9393,194.3879,183.3329,20.0239,20.0717,20.056,-0.2689,-0.0468,0.1818,3.033,3.1603,3.9063,Kirmizi_Pistachio
73107,1161.807,442.4074,217.7261,0.8705,305.0946,0.9424,77579,0.771,2.0319,0.6806,0.6896,0.0061,0.003,0.4756,0.9664,214.7424,204.3515,191.6529,20.0888,20.8495,22.5423,-0.841,-0.6756,-0.5194,3.4263,3.2577,3.1143,Kirmizi_Pistachio
91398,1386.325,488.1544,240.4808,0.8702,341.1328,0.9788,93376,0.7289,2.0299,0.5976,0.6988,0.0053,0.0026,0.4884,0.9913,226.3601,215.3174,205.6794,23.6998,24.3551,23.5136,-1.1822,-1.0677,-0.5989,3.8183,3.6002,3.327,Kirmizi_Pistachio
67840,1009.393,390.6413,224.5408,0.8183,293.8989,0.9889,68604,0.7447,1.7397,0.8367,0.7523,0.0058,0.0033,0.566,0.9847,231.0055,222.4847,201.2071,21.4296,21.2194,19.8415,-1.3137,-1.0619,-0.8516,4.6544,4.1673,3.4451,Kirmizi_Pistachio
73903,1240.726,419.6304,229.3942,0.8374,306.7511,0.9643,76636,0.7372,1.8293,0.6033,0.731,0.0057,0.0031,0.5344,0.9775,198.8916,190.7539,173.8898,20.3536,21.1965,20.6591,-0.241,-0.2501,-0.2915,2.2561,2.2362,2.2715,Kirmizi_Pistachio
78569,1408.892,456.7054,224.8825,0.8704,316.2865,0.9296,84516,0.7151,2.0309,0.4974,0.6925,0.0058,0.0029,0.4796,0.974,206.5407,196.3778,181.9279,18.867,20.116,22.9278,-0.3967,-0.1782,0.4566,3.4459,3.483,4.2079,Kirmizi_Pistachio
79201,1274.825,461.7712,220.3512,0.8788,317.5561,0.9756,81180,0.7635,2.0956,0.6124,0.6877,0.0058,0.0028,0.4729,0.9911,213.3435,204.2794,193.7676,20.6852,21.0699,23.104,-0.6909,-0.5667,-0.362,3.2169,3.0262,3.137,Kirmizi_Pistachio
72454,1702.651,425.6766,233.8794,0.8355,303.729,0.9234,78464,0.6792,1.8201,0.3141,0.7135,0.0059,0.0032,0.5091,0.9266,225.7052,217.3304,199.272,25.3339,26.3421,26.856,-0.826,-0.6473,-0.4182,2.8385,2.5414,2.218,Kirmizi_Pistachio
84256,1125.687,447.8203,241.5055,0.8421,327.5333,0.9897,85129,0.7618,1.8543,0.8356,0.7314,0.0053,0.0029,0.5349,0.9919,214.5826,203.1105,198.989,19.5902,21.1792,24.4375,-0.2842,0.0561,0.4593,3.1827,3.1099,3.1627,Kirmizi_Pistachio
76134,1707.901,401.4472,275.057,0.7284,311.3468,0.8604,88486,0.6287,1.4595,0.328,0.7756,0.0053,0.0036,0.6015,0.8779,198.6412,188.2667,176.9402,26.2609,29.0361,28.5005,0.5364,0.6352,0.5697,2.3393,2.4667,2.5981,Kirmizi_Pistachio
74419,1407.145,415.7977,232.5284,0.829,307.8201,0.933,79759,0.6907,1.7882,0.4723,0.7403,0.0056,0.0031,0.5481,0.98,199.1678,188.9243,180.3278,19.2192,20.6474,23.3213,-0.115,0.0156,0.5778,2.9216,2.8269,3.5326,Kirmizi_Pistachio
70790,1141.761,426.3818,215.8456,0.8624,300.221,0.9627,73535,0.7196,1.9754,0.6824,0.7041,0.006,0.003,0.4958,0.9794,225.1894,212.2854,195.9305,27.369,28.2008,28.8649,-0.7492,-0.7299,-0.6278,2.4868,2.4937,2.5969,Kirmizi_Pistachio
72688,1160.561,448.4395,215.8467,0.8765,304.2191,0.9452,76901,0.7118,2.0776,0.6782,0.6784,0.0062,0.003,0.4602,0.9561,196.4194,185.7253,173.147,15.4159,16.3318,17.0773,-0.3418,-0.2396,0.7806,3.3319,3.3523,4.7464,Kirmizi_Pistachio
72852,1069.803,411.4475,227.9834,0.8324,304.5621,0.9804,74308,0.7482,1.8047,0.7999,0.7402,0.0056,0.0031,0.5479,0.9889,233.89,223.3002,208.9853,25.0728,24.3551,23.967,-1.3279,-1.236,-0.979,4.0994,3.898,3.5656,Kirmizi_Pistachio
59436,1029.428,368.6095,215.9985,0.8103,275.0932,0.9111,65234,0.69,1.7065,0.7048,0.7463,0.0062,0.0036,0.557,0.9505,220.581,206.6638,190.3557,25.4084,26.1638,21.8229,-0.8076,-0.8771,-0.6426,2.6906,2.8111,2.8745,Kirmizi_Pistachio
66501,1048.34,393.584,217.5908,0.8333,290.984,0.9775,68034,0.7657,1.8088,0.7604,0.7393,0.0059,0.0033,0.5466,0.9887,236.8539,226.6762,204.4727,25.3499,27.4287,28.9265,-1.6118,-1.2079,-1.1741,4.8798,3.7356,3.7178,Kirmizi_Pistachio
90167,1201.215,481.3172,238.9212,0.8681,338.8277,0.9907,91010,0.7629,2.0145,0.7853,0.704,0.0053,0.0026,0.4956,0.9983,226.5417,216.1767,199.3938,21.9193,20.4296,18.2634,-1.3029,-1.2849,-0.9893,4.4737,4.4045,3.9855,Kirmizi_Pistachio
88270,1277.9659,472.1895,246.64,0.8527,335.2445,0.9454,93363,0.7631,1.9145,0.6792,0.71,0.0053,0.0028,0.5041,0.965,222.4079,206.8463,183.6425,26.7891,26.812,23.5043,-0.6458,-0.6896,-0.685,2.2186,2.3097,2.4554,Kirmizi_Pistachio
86530,1199.533,468.4007,236.6688,0.863,331.9238,0.9848,87862,0.736,1.9791,0.7557,0.7086,0.0054,0.0027,0.5022,0.9938,216.0583,206.4838,206.2452,22.8639,24.5935,25.1237,-0.6783,-0.5244,-0.1293,2.8796,2.6328,2.2371,Kirmizi_Pistachio
51277,1564.605,402.5734,184.3079,0.889,255.515,0.8433,60808,0.6573,2.1842,0.2632,0.6347,0.0079,0.0036,0.4028,0.8799,182.3661,170.4551,162.2921,14.4289,14.8295,14.7803,0.0682,0.1431,0.045,2.1544,2.117,2.2148,Kirmizi_Pistachio
94537,1496.25,472.8127,262.9231,0.8311,346.9413,0.9475,99779,0.7394,1.7983,0.5306,0.7338,0.005,0.0028,0.5384,0.9683,210.2461,202.1306,193.7982,22.5505,23.4585,21.5082,-0.6692,-0.6141,-0.5576,2.6707,2.61,2.6641,Kirmizi_Pistachio
65360,1056.746,414.0387,205.439,0.8682,288.4769,0.9587,68173,0.6149,2.0154,0.7355,0.6967,0.0063,0.0031,0.4854,0.9784,219.7868,210.2933,190.2346,26.705,28.191,24.9316,-0.7223,-0.6936,-0.7634,2.4265,2.3176,2.6436,Kirmizi_Pistachio
93607,1272.7,449.7164,268.5431,0.8021,345.2306,0.9649,97009,0.7786,1.6747,0.7262,0.7677,0.0048,0.0029,0.5893,0.9869,199.6185,182.9058,178.0571,19.6403,18.8421,17.4056,-0.4345,-0.4538,-0.198,2.2427,2.1755,2.7037,Kirmizi_Pistachio
90845,1338.347,498.3506,237.6601,0.879,340.0992,0.9551,95113,0.7709,2.0969,0.6373,0.6824,0.0055,0.0026,0.4657,0.9766,222.3656,212.8976,201.5714,26.5234,27.4834,25.6491,-0.7673,-0.8028,-0.705,2.5477,2.63,2.5423,Kirmizi_Pistachio
67116,1140.54,444.1136,200.6192,0.8922,292.3264,0.9507,70594,0.7868,2.2137,0.6484,0.6582,0.0066,0.003,0.4333,0.9591,217.1607,204.6402,180.3077,26.5251,26.7566,25.2328,-0.4166,-0.435,-0.3659,2.0194,2.0439,2.127,Kirmizi_Pistachio
69177,1083.002,413.9399,215.5289,0.8538,296.7809,0.9749,70955,0.7501,1.9206,0.7412,0.717,0.006,0.0031,0.514,0.9873,219.2871,207.6557,187.8289,19.5265,20.7113,18.8938,-1.0279,-0.8276,-0.4001,3.941,3.0449,3.5131,Kirmizi_Pistachio
75828,1160.808,459.4689,215.4052,0.8833,310.7205,0.9672,78401,0.7643,2.133,0.7072,0.6763,0.0061,0.0028,0.4573,0.9755,222.9969,209.5587,182.6981,22.1662,22.3043,22.5591,-1.1347,-1.0531,-0.9915,3.6021,3.4986,3.4354,Kirmizi_Pistachio
71026,1101.165,430.563,215.923,0.8652,300.721,0.9733,72977,0.6608,1.9941,0.7361,0.6984,0.0061,0.003,0.4878,0.9727,198.1934,189.6485,177.6675,15.8591,16.5251,17.5321,-0.5429,-0.4028,-0.0829,2.9033,2.7607,3.0516,Kirmizi_Pistachio
73688,1193.801,434.1489,239.4083,0.8342,306.3045,0.9014,81750,0.6836,1.8134,0.6497,0.7055,0.0059,0.0032,0.4978,0.9027,211.1607,203.0177,186.8877,27.07,27.3462,25.3853,-0.1935,-0.2067,-0.1252,2.0105,2.0755,2.2527,Kirmizi_Pistachio
84660,1207.87,459.2307,238.6668,0.8543,328.3176,0.9574,88426,0.7536,1.9241,0.7292,0.7149,0.0054,0.0028,0.5111,0.9835,212.9194,200.8081,189.9225,23.1148,24.3256,24.6449,-0.4774,-0.4779,-0.6237,2.2926,2.2796,2.6443,Kirmizi_Pistachio
72391,1166.8831,423.9207,230.1689,0.8398,303.5969,0.9188,78785,0.7542,1.8418,0.6681,0.7162,0.0059,0.0032,0.5129,0.9446,204.628,194.7177,176.0916,21.9364,22.7958,25.8584,-0.2725,-0.2317,-0.942,2.1785,2.1495,4.4936,Kirmizi_Pistachio
91449,1221.651,496.9003,236.5792,0.8794,341.2279,0.9889,92475,0.7481,2.1004,0.77,0.6867,0.0054,0.0026,0.4716,0.9905,221.0816,211.1333,194.4792,21.587,21.7822,21.7581,-0.5199,-0.3032,-0.0049,2.9935,2.7569,2.532,Kirmizi_Pistachio
52067,1049.92,402.4246,171.1242,0.9051,257.4757,0.9457,55054,0.6628,2.3517,0.5936,0.6398,0.0077,0.0033,0.4094,0.9627,203.5191,196.1692,194.0426,20.9055,22.7753,22.8403,-0.6293,-0.5763,-0.5042,2.3598,2.2495,2.0275,Kirmizi_Pistachio
79613,1191.8831,464.9195,220.2775,0.8806,318.3809,0.9787,81349,0.7747,2.1106,0.7042,0.6848,0.0058,0.0028,0.469,0.9898,211.0685,203.4169,192.0178,19.9876,21.0768,22.5394,-0.674,-0.4009,0.0677,3.3676,3.1857,3.2861,Kirmizi_Pistachio
78194,1148.026,458.5417,221.1377,0.876,315.5308,0.9641,81103,0.7723,2.0736,0.7456,0.6881,0.0059,0.0028,0.4735,0.9818,221.0458,215.0214,197.0932,26.8734,27.5936,25.3554,-0.6792,-0.6455,-0.6034,2.392,2.3608,2.3247,Kirmizi_Pistachio
81762,1180.48,468.1774,227.3933,0.8741,322.6494,0.9653,84702,0.7285,2.0589,0.7373,0.6892,0.0057,0.0028,0.4749,0.9779,213.3472,202.3143,184.6995,23.46,24.9213,27.0874,-0.5615,-0.4548,-0.3098,2.3984,2.1864,1.9383,Kirmizi_Pistachio
84641,1200.059,444.7483,248.1673,0.8298,328.2808,0.9718,87099,0.7436,1.7921,0.7386,0.7381,0.0053,0.0029,0.5448,0.9764,223.5365,214.0097,205.8009,24.7081,24.3294,22.0935,-0.8743,-0.8609,-0.8373,2.9921,2.9654,3.0786,Kirmizi_Pistachio
60955,999.789,386.9247,209.1255,0.8414,278.5863,0.9465,64400,0.7263,1.8502,0.7663,0.72,0.0063,0.0034,0.5184,0.9591,223.7919,209.2962,184.4887,26.3523,25.4566,20.0581,-0.7127,-0.7616,-0.7684,2.6239,2.7771,2.6904,Kirmizi_Pistachio
73215,1108.001,443.8105,212.5803,0.8778,305.3199,0.983,74478,0.7756,2.0877,0.7494,0.688,0.0061,0.0029,0.4733,0.9881,226.7448,219.4142,199.4273,27.4194,29.7045,27.8726,-0.7445,-0.5886,-0.5661,2.4777,2.279,2.3419,Kirmizi_Pistachio
69853,1062.259,432.1109,206.9556,0.8778,298.2274,0.9897,70583,0.7471,2.0879,0.7779,0.6902,0.0062,0.003,0.4763,0.9945,232.9904,229.1103,205.4427,26.2674,27.9986,25.6454,-1.2294,-1.015,-0.6698,3.6116,3.0617,2.3466,Kirmizi_Pistachio
68502,1060.017,434.0597,201.6645,0.8855,295.3294,0.9894,69234,0.7719,2.1524,0.7661,0.6804,0.0063,0.0029,0.4629,0.9964,215.4174,212.9163,198.5529,23.0707,25.355,22.346,-0.6925,-0.4724,-0.4773,2.8656,2.4384,2.3883,Kirmizi_Pistachio
84053,1215.7629,434.93,267.2155,0.789,327.1385,0.9302,90358,0.6831,1.6276,0.7146,0.7522,0.0052,0.0032,0.5658,0.9208,217.2529,209.463,192.5564,27.4211,28.3237,31.0431,-0.4176,-0.3136,-0.3393,2.1866,2.1455,2.3261,Kirmizi_Pistachio
72133,1136.972,421.8918,227.7495,0.8418,303.0554,0.9348,77162,0.7403,1.8524,0.7012,0.7183,0.0058,0.0032,0.516,0.9558,221.4999,210.9264,190.3276,30.0385,33.6146,29.2426,-0.4142,-0.3587,-0.3307,1.7936,1.853,1.986,Kirmizi_Pistachio
69906,1332.139,432.6808,232.2086,0.8438,298.3405,0.8517,82077,0.6905,1.8633,0.495,0.6895,0.0062,0.0033,0.4754,0.8859,212.2807,197.5979,172.8954,24.5382,25.1568,22.87,-0.5122,-0.4629,-0.3875,2.0607,2.0635,2.3236,Kirmizi_Pistachio
89928,1235.521,491.5876,235.2052,0.8781,338.3783,0.981,91671,0.7005,2.09,0.7403,0.6883,0.0055,0.0026,0.4738,0.9903,235.8439,231.7062,216.6552,24.1774,26.2398,25.713,-1.4005,-1.103,-0.6449,4.3882,3.4352,2.7137,Kirmizi_Pistachio
