@relation 'click_prediction_smallest_balanced'

@attribute class {0,1}
@attribute impression numeric
@attribute url_hash numeric
@attribute ad_id numeric
@attribute advertiser_id numeric
@attribute depth numeric
@attribute position numeric
@attribute query_id numeric
@attribute keyword_id numeric
@attribute title_id numeric
@attribute description_id numeric
@attribute user_id numeric

@data
0,2,1.2902129976731994E19,3067652,23785,3,3,160896,4457,56208,181,0
0,1,9.917271574280657E18,20864692,16162,2,1,4911712,26176,104945,17028,0
0,1,1.537110493640385E19,20569722,11676,1,1,208024,105101,148163,154817,8014132
0,1,1.1274636798287909E19,20612666,23808,1,1,9356,37662,79111,1145,3398120
1,1,1.3090221289647714E19,20174985,23795,1,1,31,135,3,7,2676195
0,1,7.1426441975523963E18,20273663,32674,2,2,727,183,1767,2144,14851974
0,1,1.4531867648059392E19,21173530,27482,1,1,2213,5143,3484,3781,21418182
0,4,9.678521600549102E18,21045643,1680,2,1,3606548,25777,34952,48718,1603301
0,1,9.466191470586345E18,20050311,7827,2,1,1231148,1941,280664,206589,122957
0,1,8.8027682871231549E18,21644421,26278,3,1,301139,510,312,421,200508
0,1,1.608847813967667E19,5936131,11565,3,1,7060662,43748,47639,50118,1079763
0,7,1.3756257544627677E19,9887083,24354,3,1,440048,410011,8936,12122,0
0,1,1.205787899908646E19,20163505,27961,3,3,46,312,13191,13038,11022753
0,1,1.205787899908646E19,20170556,27961,2,2,15528823,64,184,334,675203
0,1,1.4150730528385128E19,20621048,33946,3,3,436922,9912,44087,40450,144475
1,1,1.2397719443947192E19,21260176,879,2,1,573,1704,4533,10342,4711288
0,2,7.201350733841494E18,20880230,34841,2,2,235626,121636,1234494,607427,0
0,1,1.181539361417321E19,20656783,33139,2,1,96753,52953,1466124,1161316,2862401
0,1,8.3637810403940137E18,10959866,23806,2,1,5267,5929,37,46,4560782
1,1,1.0198599311013974E19,21441972,37039,2,2,2624022,570515,1792811,1482672,1082214
1,1,9.573487645018952E18,1973400,1339,2,1,134469,5077,25153,30217,0
0,1,6.2637494235377244E18,21352947,36720,2,2,224861,56613,126040,635,16828503
0,2,1.29409166387635507E18,21183500,17735,3,2,10293,6575,312108,261079,748328
0,1,3.6590488362079539E18,20967556,19342,2,2,20079,4129,32170,28270,113
0,1,1.205787899908646E19,20163198,27961,2,2,1629111,1626,1328,1649,4785570
0,1,9.960178603418085E18,10649716,29475,2,2,2562,203,219,689,5995989
0,1,1.5793317482853251E19,21174494,35816,3,3,2546981,1190,33405,31077,152348
0,1,1.6197363689190828E19,20428333,17629,1,1,24682402,321679,1053952,904672,33511
0,1,1.2048069588592347E19,20361520,33195,2,1,981,9877,9390,9420,1525460
0,1,1.1624066761054958E19,3373694,5962,3,3,2909808,9014,69323,62242,2541685
0,1,6.702898887727958E18,21264551,2149,2,1,11573252,430,4270,5210,677722
0,1,3.5168895657275873E18,4339083,1267,3,3,312905,426,8690,335,0
0,1,1.130902570404585E19,22002401,38263,3,2,3,170,80,105,4022205
0,1,4.0213971874681329E18,21329796,36590,2,1,3596389,4850,1231160,543013,1944
0,1,1.7693099677562102E19,20108853,29900,1,1,8062889,3350,1756,2024,659811
0,1,6.2287840661292913E18,4357295,1998,2,2,1165271,1617,2537,5540,58615
0,1,1.0832285059755717E19,21870802,37876,3,3,1364509,8139,33715,31378,2880678
0,1,1.205787899908646E19,20180690,27961,1,1,12333029,10064,9768,11345,0
0,1,1.205787899908646E19,20223177,27961,3,3,3760164,10501,86689,78675,0
0,1,1.4054884126888112E19,20886875,34241,3,1,8,143,10406,21036,10102485
0,3,1.205787899908646E19,20192675,27961,3,3,277647,127812,402831,497834,0
0,1,5.8512528144469361E18,20133621,28698,1,1,421438,3689,66735,67750,0
1,2,1.4340390157469403E19,20643970,23808,2,1,38,20,9,9,1402224
0,1,2.00214305896498483E18,20563258,24124,1,1,23753198,5080,49559,66393,0
0,3,3.813907722535401E18,20705292,24166,2,2,32102,2029,38969,32832,0
0,1,1.0838621405760692E19,20501801,33535,3,1,3520112,12267,31203,8014,0
1,1,1.4340390157469403E19,21360106,23777,2,1,8,15,1165,548,4035011
0,1,1.1571850877749912E19,21245059,36273,2,1,12542,4792,338898,120447,90319
0,1,7.8935998877368146E18,4224784,19730,3,3,612990,3033,126037,112781,26993
0,1,1.3880282978842345E18,10940116,21421,3,2,1359783,24606,477662,9033,0
0,1,9.75107224858461E18,10850163,29713,3,2,2970361,1679,17537,6172,0
0,1,1.1245108356795288E19,10714612,30078,1,1,4197056,5291,6882,7046,0
1,1,3.5952061236086778E17,21261610,36371,2,2,58361,3441,89357,89637,0
0,1,1.7264880498731237E19,4279241,16434,2,2,10296364,162728,65639,401095,0
1,1,1.4340390157469403E19,9027477,23808,2,2,56303,124045,89,106,7501743
0,1,1.1627567248264462E19,20425227,82,1,1,25640638,624,87,116,4462466
0,1,1.4756578758696272E19,20717559,3625,1,1,11344,22256,30753,9611,1086675
0,1,1.4340390157469403E19,21163925,23808,1,1,1108,1903,2819,148,983965
0,4,4.4942073042654996E18,21697119,37461,2,2,4158193,1012,17775,17203,0
1,1,1.4340390157469403E19,9027314,23808,3,2,426961,6,70,89,0
0,1,1.5293867925608059E19,4282801,22255,2,2,11667823,18264,26460,24605,0
0,1,7.7883919039734497E18,3372580,27468,2,2,242,75,796,978,14001169
0,1,1.205787899908646E19,20163238,27961,3,2,441648,345561,867156,832399,0
0,1,1.4340390157469403E19,21360106,23777,2,2,330334,132,8111,558,42444
0,1,2.4347563200652785E18,20119861,29273,1,1,19,511,481,636,4835434
0,1,7.0704421926866422E18,21408213,8176,3,2,7258187,9473,541728,1415,0
0,1,1.83617839338260582E18,21407712,36847,1,1,4821504,6316,55405,25359,0
0,1,1.722630557922944E19,21647482,37540,2,2,9695,78349,764,374,16314258
0,1,1.205787899908646E19,20149093,27961,1,1,308835,92,285,478,1006331
0,1,1.205787899908646E19,20185489,27961,3,3,1493152,14233,63324,59607,10587203
0,1,2.3120531471407468E18,20352077,32760,1,1,22688501,116969,283151,66109,733832
0,1,9.280378215171783E18,20878790,5883,1,1,68854,82016,138392,167400,3196186
0,1,5.3973916043786916E18,22097556,38513,2,2,900557,62,1071,1489,5440218
0,1,1.4756578758696272E19,21418143,3625,1,1,12782450,19624,42599,39215,376684
0,1,2.4184815994107991E18,21248406,28412,2,1,4418,457,3714,923,3300324
0,2,7.9039145283201915E18,20869505,2010,2,1,15680704,110,267,85,230593
0,1,1.3090221289647714E19,20175001,23795,1,1,2314,139,3,7,8633284
0,1,1.4729228426860739E19,4379518,21029,3,1,3140823,7880,20322,21105,0
0,1,1.4531867648059392E19,4528667,27486,2,2,9086100,86370,224350,387,0
0,2,1.79837766783691955E18,21430006,36995,2,2,407710,234603,2197554,1801317,0
0,1,8.3130080420785388E18,20362579,24488,3,3,2990374,5283,23804,25329,0
0,1,1.4340390157469403E19,21163923,23808,2,2,1274,315,1061,37,6869586
1,1,7.9039145283201915E18,21162430,1325,3,1,1120,3346,12991,14090,10302583
0,1,4.2981186814246446E18,7828172,385,1,1,101,292,196,48,17661167
0,1,7.8773617524662886E18,21119316,35491,2,1,161773,8952,217690,247369,0
0,1,1.6794704970244289E19,5059561,26286,2,2,883,2703,303,5998,2069493
0,1,1.4340390157469403E19,4450328,23777,3,3,4969148,13733,36652,33952,4385242
0,1,1.6794704970244289E19,5059535,26286,2,1,183,634,526,3842,570020
0,1,1.04607947814781222E18,21920339,37956,2,1,3,248,1594,1856,5152598
1,1,6.3989583361906422E18,22098875,38159,3,3,57296,61138,448684,364710,1113380
0,1,2.4347563200652785E18,21173725,29273,2,1,19,47,98,69,951718
1,1,1.475960458026406E19,20108237,29807,1,1,17941,32643,32694,37392,17447161
1,2,1.3742635301971245E19,21345356,36687,1,1,20187391,16305,119936,431,5032749
1,10,8.8934397024065649E18,21205790,29914,2,2,781,412,14157,508,0
1,1,1.3557133018779933E19,20706014,34246,3,1,1,47,1224,71,8421366
1,1,8.9945570705085798E18,20030150,23799,3,2,5,1,15,19,9433855
1,1,1.5125668486826609E19,21407397,36191,2,1,50398,1238,9855,10096,638664
1,4,1.04607947814781222E18,21920339,37956,3,1,19658,17,221,326,0
0,1,1.0726002060893145E19,20036558,23800,2,2,32,49,44,75,13688583
0,4,9.709210595905112E18,21370935,36774,3,1,5268,2646,131904,48723,0
0,1,3.8919366863312909E17,21475319,2168,1,1,6997,12819,191746,162627,2229928
0,1,7.0159038608562739E18,4276920,6093,1,1,5702919,3481,1166,1379,6588581
1,1,7.9039145283201915E18,21162417,1325,2,2,5826966,31156,57122,61959,340217
0,1,1.4709663649801826E19,5045453,19259,3,2,1123545,107395,2337023,1836401,0
0,2,1.205787899908646E19,20192675,27961,2,1,809679,21180,27095,30213,2740692
0,2,1.578511299927674E19,20908196,35088,3,2,0,0,2,5,5124662
0,1,1.205787899908646E19,20157628,27961,3,3,0,0,49,60,9827890
0,2,5.023669483745366E18,20376639,32914,2,2,3448431,637122,2388219,1877885,48259
0,1,1.2972158645927619E19,10409437,29128,2,2,671350,2556,2103,2371,9487509
0,1,3.1639974203144361E18,21446099,26288,1,1,3744566,82263,245869,150,143547
0,1,1.8098505121794157E19,20660830,10554,3,2,21591,40835,1089612,12109,0
0,3,1.205787899908646E19,20146596,27961,2,2,543185,303399,917863,780959,0
0,1,1.1315908569713166E19,20044204,18070,3,3,57496,75702,379,765,0
0,1,1.7363854844105064E19,20017078,23798,1,1,236543,1960,4,1843,7625628
0,1,1.55991510859367296E18,21271985,36356,1,1,24694161,30349,142202,122226,89035
0,1,5.0799010680513905E18,7611213,25928,2,2,5034728,796957,2925156,105741,631931
1,6,7.2419444128389335E18,2635030,25030,2,2,39784,12982,87761,30437,0
0,1,7.3791729661756334E18,20363711,23797,1,1,17356116,5186,1302,1521,0
0,1,5.8882774317833359E18,7955167,6520,1,1,21136266,20723,55514,68816,0
0,1,7.9039145283201915E18,21162436,1325,2,2,2001,6025,21753,25039,10696378
0,1,1.4768335481708634E19,20034741,7915,2,1,211,497,58868,49816,3636880
0,1,5.4331926843837942E18,21354450,36735,2,1,5920,1565,4201,5487,338488
0,1,1.5860193830590669E19,2878230,23777,2,1,6,4,21,22,4827477
0,1,4.8692858159734999E18,20066710,27341,1,1,19375556,11582,1515,1777,164067
1,1,4.4281482458743736E18,21139991,28441,2,1,27179,22017,98715,2381,2850446
0,1,7.7181079218664243E18,4246788,10647,2,2,10742,15972,861,1070,3165401
0,1,1.360523891478254E19,7779016,27501,3,2,5752876,1128,4389,4751,4849527
1,1,7.9039145283201915E18,21162526,1325,2,1,205264,297,24,25,17669
0,1,1.7537166184306473E19,2373430,6322,2,1,4003,3625,16645,16168,191801
0,1,1.3756257544627677E19,20587318,24354,2,2,11246515,172,616,809,0
0,1,1.205787899908646E19,20192676,27961,2,2,30,39,72,99,10344568
0,4,1.6502481241813326E19,21939913,38102,2,1,10918,141553,912548,730300,0
0,1,5.0799010680513905E18,21023359,25928,1,1,46903,32437,74724,74858,1175179
0,1,1.1009176618293692E19,21368649,36801,2,2,13010983,91031,6313,6428,0
1,1,9.0040358806652795E18,20595493,33800,2,1,3200,15773,21232,22861,5757415
1,1,1.052803256599095E19,21969247,879,2,2,15202417,3281,19658,18547,46566
0,1,5.3470413463772477E18,4252614,17525,2,1,157963,271,188285,186068,0
0,1,1.157259655396508E19,6808939,10790,2,2,4119076,1824,95485,84078,0
0,1,1.1883095232234877E19,4376569,5594,1,1,13997034,7317,13990,5761,0
0,1,3.1639974203144361E18,21445208,26288,2,1,34150,119902,279025,231936,88979
0,1,2.6938125171983493E18,9582545,11733,2,2,247,3503,17211,17145,8832357
0,1,1.4340390157469403E19,9027314,23808,2,2,338,6,70,89,7986525
0,1,5.9844404266541435E18,20744237,3713,2,1,11097717,99184,208999,177262,305566
0,1,1.7641736429557703E19,21099500,35534,3,2,11,16356,43786,15613,1344401
1,1,1.4758798219331756E19,3562634,6097,3,2,70254,58023,765854,356,330423
0,1,7.2460045467796736E17,2934610,23778,2,2,2798998,4826,117,162,0
0,1,1.7153861738207836E19,21465100,37170,3,2,6516526,5592,376766,313709,0
0,2,2.8868319536849126E18,20392248,17457,2,2,1637,7996,21749,20855,60148
0,1,5.468727571223081E18,20001254,1381,2,1,108337,848,674,935,4464685
0,1,1.8054023944582975E19,21006691,29479,3,3,8571383,35859,315879,35366,4917010
0,1,1.2727163068494498E19,20327659,32977,2,1,81382,182768,1429836,1133243,233612
0,1,6.7150490022326559E18,3065545,23783,1,1,764420,45,40,53,16792946
0,1,1.2089732170889036E19,20360290,4218,1,1,233,730,1022,1932,4300666
1,1,1.4340390157469403E19,3207857,23777,2,1,257,329,348,470,4024319
0,1,6.9128512869902531E18,20047828,18918,2,1,3242,10839,8709,8636,3025179
0,1,1.7688327694764823E19,20382992,17403,1,1,15387366,92,1314,1673,106416
0,1,1.7962103236755943E19,20436404,12248,1,1,4353,97,174,253,3226068
0,1,6.5502298463216097E18,4392241,8017,1,1,25848731,306012,617839,91727,0
0,1,3.1639974203144361E18,21445761,26288,2,1,3081,1014,37262,150,3743237
0,2,3.2875959265292856E18,9692038,737,3,3,12287,8963,207774,182578,0
0,1,7.7718844412582748E18,21341978,32367,2,2,72410,66909,1105216,1015326,57009
0,1,1.1243521181800204E19,21116999,35398,2,2,12959898,882122,2533282,2906117,1424285
0,1,9.991057275835721E17,10870930,30428,2,2,46971,50469,228418,191375,13851357
0,1,2.9874573120223621E18,1192713,2850,2,2,10344225,18136,31854,31339,160723
0,1,1.0726002060893145E19,20036558,23800,1,1,376,49,44,75,6127939
0,1,2.21745644827536102E18,20393799,24335,2,1,10085,24991,273302,227472,15675720
0,1,5.7767474442957496E18,20894955,108,1,1,21737590,29201,28369,56248,0
1,1,1.205787899908646E19,20163505,27961,2,2,10786719,76,90,142,2859148
0,1,4.0709398956592072E18,20128714,26596,2,1,4665245,19645,56800,104889,2488479
0,1,9.75107224858461E18,10850147,29713,2,2,2118,181,1316,2519,7258644
1,4,7.7834174599563766E18,10107726,14111,1,1,439575,75968,1131190,313020,1378399
0,2,1.205787899908646E19,20163591,27961,1,1,6073183,9,18,27,0
0,1,1.3616247906704456E19,20881053,21102,1,1,464872,60306,333236,276997,0
0,2,1.7702644934328187E19,5801987,20782,1,1,3463726,76149,183423,179477,0
0,1,6.1540566240088105E18,1712961,1299,1,1,9940210,385589,851936,67064,3517223
1,1,1.5989049276530887E19,20314241,23824,3,1,422,1408,3215,31,11148672
0,1,1.33593611038038579E18,20599554,33847,1,1,13690670,877118,3662903,2170680,0
1,1,1.6626621295632536E19,20449902,14043,2,1,795,1452,7061,7238,14067560
0,1,1.4340390157469403E19,21360102,23777,3,1,524979,376,10282,1680,0
0,1,1.077230928844858E19,20877064,34202,2,2,7146,8779,2257,1058,160466
0,1,1.534580965468811E19,21299565,9375,3,3,1288374,48272,137013,152621,0
0,1,1.2711942665116875E19,4252631,10672,2,2,1555,17336,15430,20740,2368251
0,1,4.2981186814246446E18,7826018,385,2,2,20809,42376,239471,48,13738159
0,1,2.7659720161423985E18,4419916,4862,3,1,2,142,180,258,1783907
0,1,1.4340390157469403E19,3059182,23777,3,2,6919313,40431,168396,143581,658771
0,1,8.2969007410218803E18,20669125,8450,3,3,1278559,15533,12862,4502,0
0,1,7.2690436017713633E18,10365480,4862,2,2,14386,20500,319444,263744,14055911
0,1,1.205787899908646E19,20157108,27961,1,1,3256347,93218,194101,367,0
1,1,3.9061014010306502E17,3480142,7654,2,1,1450,3663,5041,1740,7612396
0,1,1.8418084428458359E19,21945808,5632,1,1,229,1557,2513,175,1890943
0,1,8.813902859733762E18,20886690,34840,1,1,22231,568,1356,1826,10849259
1,1,1.5294836932684972E19,21385393,36841,1,1,20109572,664,1433,1623,1520286
0,1,4.234324776601471E18,21327533,22870,2,2,9892,16636,13983,47386,1316434
0,1,1.1360530527156791E19,20041721,32174,3,1,898,24945,51775,49139,6880868
0,1,1.3449598783613895E19,21271068,32941,1,1,22740703,24272,81261,72164,0
1,1,6.3043014145497139E18,9124316,2560,2,1,1917,432,762,1061,11032524
1,1,1.205787899908646E19,20183693,27961,2,2,32137,8607,28101,34604,11959665
0,1,2.4702534085871621E18,21193219,35900,1,1,7,5,141,187,4166629
0,1,7.9039145283201915E18,21162402,1325,1,1,6198610,104931,288448,237850,9233133
0,2,1.1029660940276564E19,3834142,27485,2,1,72,8,28,209,53728
0,1,5.5896494124657367E18,20943244,35035,2,1,601,1170,13306,42,13173296
0,1,1.4340390157469403E19,3207779,23777,2,1,11797,5589,3843,4165,1357166
0,1,7.7181079218664243E18,21481598,10647,2,2,1348,1111,40157,36960,454027
0,1,3.188592109011308E18,21493296,37299,3,3,78,3602,855,81356,241551
0,1,4.2588009046334008E18,20664383,34057,2,1,6322868,9156,206860,14196,0
0,2,5.8882774317833359E18,7955185,6520,2,2,227,731,136,196,8125528
1,1,1.169545089307178E19,20759271,34541,3,1,48,249,3351,1227,9152148
1,1,1.569083990533624E19,21483553,37283,1,1,1131,2132,939,9082,10162619
0,1,5.4941451664186583E18,4404110,26293,2,1,3009,3944,125,240,23352
0,1,7.9039145283201915E18,20869441,2010,1,1,10304846,6003,10528,70,0
0,1,9.75107224858461E18,10939130,29713,2,2,2274396,3179,202943,171604,0
0,1,1.3503262172158704E19,20360912,1185,3,3,187369,144079,655151,393,0
0,1,1.205787899908646E19,20174579,27961,1,1,216757,343,56562,65418,0
0,1,6.0153017341989212E18,20003298,9863,1,1,7747850,8367,22275,4538,72120
0,1,1.5437380231680152E19,21847638,37822,3,1,6731014,96232,804287,10263,7804647
0,1,1.4340390157469403E19,9027213,23808,1,1,5,1,0,0,1544164
0,1,9.1649810298825851E18,20656725,12377,2,1,1280,7201,13544,18799,13325434
0,1,7.9039145283201915E18,21162559,1325,1,1,399217,6374,9672,36,229647
1,1,8.7137097079059937E18,2635400,4324,1,1,584,1761,1134,1598,20807183
0,1,1.3756257544627677E19,20175537,24354,2,1,71,328,79,391,1931644
0,3,1.5490513422247694E19,21105876,35562,2,2,15123,1063,221823,235887,0
0,1,1.205787899908646E19,20147379,27961,1,1,22704505,227,4430,4842,3275936
1,1,8.7939295366356675E18,20815970,854,1,1,8918,20515,37060,49411,11005016
1,1,1.4340390157469403E19,9027213,23808,2,1,5,1,0,0,9475001
1,2,1.4779372599199648E19,20601283,2494,2,1,751,2058,6262,260,2573515
0,2,7.8773617524662886E18,21119017,35491,1,1,20363390,3118,39710,72511,6998454
0,1,5.1206834405104681E18,8676168,1268,2,1,3366261,15384,18036,20733,174274
0,1,4.2981186814246446E18,3023630,385,2,2,10993483,180738,310062,254811,0
1,1,1.1363457806790746E19,20137552,26278,2,1,535,57,124,176,112313
0,1,3.9389783431856097E18,4271449,20789,1,1,22407991,15255,299826,826152,3981002
1,2,1.205787899908646E19,20164340,27961,2,2,9685758,2750,6351,7386,0
0,1,1.7162033426281167E19,21347059,941,2,1,14973152,8583,127118,120236,3550978
0,1,2.00425561804436128E17,10752480,30041,1,1,21831874,18766,37760,41050,1724390
0,1,3.3796486308607662E18,4374478,27890,2,1,10587302,143358,670887,559910,0
0,1,6.7642386649204746E18,20929733,35158,3,2,9483,5406,76960,2424,0
0,2,7.9039145283201915E18,21162526,1325,1,1,64,10,24,25,210489
0,1,4.9426422817435996E18,21400495,36845,2,2,146114,318,38039,2416,968227
0,1,1.205787899908646E19,20180214,27961,1,1,24499,830,795,4777,0
0,1,1.4340390157469403E19,6434954,23777,1,1,24617619,491,376,503,0
0,1,1.205787899908646E19,20163506,27961,1,1,194366,13253,19205,19435,5608015
0,1,1.2182073019848927E19,3846244,3383,2,2,3243008,117413,369089,307313,0
0,1,1.4340390157469403E19,3110203,23777,2,2,91476,79825,220498,185416,2597872
0,1,2.29966626228810688E17,21300551,34923,2,1,927868,139540,558853,466735,5730958
0,1,1.4340390157469403E19,21163923,23808,2,1,293088,2916,4266,34,144612
0,4,5.591320366197447E17,2934590,23778,1,1,1906,633,11,220,4493192
0,1,1.5145480155589095E19,22072956,23807,1,1,109968,269,3227,3495,0
0,1,1.8212676081736542E19,20659131,33997,2,1,8,2929,7124,8123,15838959
1,1,1.4531867648059392E19,21776445,27482,1,1,27581,24430,22671,6,19504891
0,1,1.4531867648059392E19,21775632,27482,1,1,2481149,96518,1268525,6,16576124
1,2,1.4756578758696272E19,20887730,3625,2,1,369,755,30824,28847,1884253
1,1,1.5697348735728794E19,21467271,37100,2,2,13079212,18508,627430,506806,0
0,1,7.5053572684580751E18,21206174,35983,1,1,79506,2306,2179,315,0
1,1,1.3756257544627677E19,9935597,24354,2,1,33432,12080,43596,50140,6973179
0,1,1.72996384937738752E18,9584171,23637,2,2,19877,401,907,5818,21262
1,1,7.9039145283201915E18,21162353,1325,2,1,8725,7217,11329,13358,7431988
0,1,1.4340390157469403E19,21163923,23808,2,1,1579567,3121,5022,34,10541
0,1,2.6928596198512824E18,4344041,2051,3,1,60,71,151,218,236391
1,1,7.9039145283201915E18,21162519,1325,2,1,79,1880,22,23,4692919
0,1,6.3934197668565944E18,20360817,33122,3,3,3389626,9900,275803,76198,1595675
1,1,4.3038403768619453E18,10400308,29439,2,1,71252,6344,20206,9690,1593181
0,2,1.1567770246669433E19,4331276,2410,1,1,54662,58377,150022,128895,548078
0,1,1.205787899908646E19,20110155,27961,2,2,1314031,2573,108976,96367,3528631
1,2,7.1435186544859873E18,20393504,33093,2,1,137650,82,133,544,5470758
0,1,1.5822134238473933E19,20144311,23804,1,1,3317,2405,1512,15793,833195
0,1,1.1393113110637187E19,2846730,3462,3,1,2756289,38711,83945,74660,0
0,1,1.6850115438824813E19,3097041,7524,3,3,8808,1513,2854,3445,9908666
0,1,6.3240207938438052E18,20711337,27500,1,1,17920428,3630,5161,2705,4902446
0,1,1.475960458026406E19,20012589,29808,2,2,8982763,174060,355148,343015,1455917
0,1,1.2646797467727215E19,20050314,7827,2,2,13092482,481,34974,2717,965865
0,2,4.6967829046770084E18,3176858,23790,2,2,19,47,32,54,3239115
0,1,4.6603877359288453E18,21835310,36540,2,2,4104608,460307,1816635,1433626,13077120
0,1,2.3422122286264192E17,20704406,24169,3,3,3436784,4289,80333,40477,0
0,6,5.2599934574379284E18,6414822,20678,2,1,9220,21780,209627,133382,38864
1,1,4.1287683139663334E17,20917628,14048,3,2,3140,2522,10930,10930,3293
0,6,5.1206834405104681E18,8680088,1268,3,3,407623,6416,107,35,2423386
0,1,1.205787899908646E19,20222650,27961,1,1,473843,101749,239724,218027,21760983
0,2,1.04607947814781222E18,21920339,37956,3,1,6698,17,221,326,340796
0,1,1.205787899908646E19,20183701,27961,1,1,1247,557,678,988,11348541
0,1,2.06129618858332595E18,2045429,387,3,2,270,14079,4496,4460,1978974
0,1,7.5533796477907098E18,4391771,26238,3,1,6508208,166,2739,78582,0
0,2,1.6604442479597177E19,8390775,11706,2,1,146274,171980,665423,580269,0
0,3,1.7974149093623511E18,20107542,12871,2,1,2449866,555080,2726878,2141615,0
0,1,3.7171981179254492E18,20568175,30195,2,1,12997,72331,2200,1698,8113239
1,1,5.5896494124657367E18,20950107,35067,2,1,5957,4482,5256,42,5010960
0,13,4.0380643930882007E18,3065638,1699,3,2,147098,114181,1235260,1197348,0
0,2,1.3416878294870458E19,3066490,23786,1,1,19460884,375,246,115,0
1,1,2.8779853485324042E18,20759443,33847,2,1,2396538,598466,2071412,2062833,3680794
0,2,1.4340390157469403E19,3110102,23777,1,1,8727597,126878,377604,308984,0
0,1,1.205787899908646E19,20192903,27961,2,1,5739,2,82,272,8120376
0,1,5.7329876139022592E17,20653346,7866,2,1,3411,3664,127090,110285,323129
0,1,1.4756578758696272E19,20718034,3625,1,1,23961715,30461,536056,401202,261953
0,1,8.2876916932129792E18,21135011,27935,1,1,13659964,41227,105805,94126,2966263
0,1,8.7757963402498263E18,4419027,28024,3,3,6047,11198,23511,16790,5999674
0,1,1.87004424072868352E18,21272608,36441,1,1,17519,569,1290,294,8947467
0,1,1.836003895153183E19,3128057,20372,3,2,5127310,15640,209973,259736,2501002
0,1,1.4756578758696272E19,21418198,3625,1,1,2500,252,440,582,545773
0,3,7.9039145283201915E18,21135565,1325,1,1,679044,51285,110028,26245,0
1,1,1.072424945495335E19,20078120,14043,2,1,1522989,11306,44790,16400,143595
0,1,4.1925334417061279E18,20685793,2533,3,2,2105771,12167,57549,58965,300691
0,1,1.4646254558959196E19,21104862,10939,2,1,5933,102305,615760,466489,13783211
0,1,2.23424462737419443E18,21155549,11965,2,1,3033883,60700,364883,303331,0
0,1,2.961301599190014E18,21249757,36352,2,2,6655,4230,133964,124283,12167093
0,1,1.6897735447496133E19,4395103,14377,2,1,24066,28195,90839,92849,139443
0,1,1.2188992084114487E19,4609773,1959,3,1,3459697,13298,218233,200088,0
1,1,1.205787899908646E19,20192990,27961,2,2,6,4,39,99,5694251
0,1,9.621865444227486E18,4180612,10566,2,2,1394401,42342,45525,998,372265
0,1,1.0710025208886284E19,8343294,11700,3,3,4889277,49357,11465,11398,0
0,1,1.3311343438192927E19,3806502,23791,1,1,4511,24,31,33,618038
0,1,6.6541168759240714E18,10879310,30752,2,1,471850,21593,47900,44811,4652329
0,5,1.638815874267098E19,21020192,29401,2,2,118560,12602,11120,8712,0
0,1,1.4340390157469403E19,21163921,23808,2,1,14269633,1637,2859,38,662629
0,1,9.237596053174082E18,21325669,35382,2,2,4204809,480,22794,21728,0
0,1,1.4340390157469403E19,9027108,23808,1,1,10616870,945,1336,1562,5309604
0,1,1.130902570404585E19,22002402,38263,2,1,43,1256,69,82,3927301
0,1,1.205787899908646E19,20163487,27961,3,2,3428783,90,4087,4529,151194
1,1,6.4143072663383665E18,21132372,35668,2,1,10968,17210,30760,28808,5874796
0,1,1.7446436672557894E19,1590297,357,2,1,2174,165,143,268,14718143
0,2,4.3469619128895816E18,20842370,16877,3,1,18968,41627,47035,1015,0
0,1,1.223405680971054E19,21787000,37359,1,1,2,4,67,84,8161185
0,1,1.7363854844105064E19,20017078,23798,2,2,1,3043,4,208,1121627
0,2,6.2287840661292913E18,9469185,1998,1,1,24200729,206564,525581,762961,0
0,3,4.2284053533091963E18,22102807,38558,3,2,29245,5944,701900,3542,0
1,2,4.0685062024997084E18,4430601,28837,2,2,12085677,7443,1219,1959,0
0,1,1.3667917508254396E19,22093932,34442,2,1,3377113,86576,279204,232527,0
0,1,6.7150490022326559E18,3065545,23783,1,1,342459,60,54,78,16666820
0,1,1.72996384937738752E18,9583838,23637,3,2,1243361,285,3487,364,166280
0,1,2.3854317323759652E18,7216195,1367,3,1,2654014,1153,3320,8235,0
0,1,6.2287840661292913E18,4270800,1998,1,1,277246,73213,141971,148296,922650
0,1,4.5134558761454664E18,22095855,38532,3,2,10,140,804,1067,101145
0,1,6.8146368680031406E18,21786652,36729,2,2,1234526,237,15663,8296,5895337
1,3,2.4127717961104635E18,20066503,23781,1,1,29204,4592,8,1,14611135
0,2,1.4145357220894478E19,21333916,36618,3,2,1230960,18895,125202,6892,0
1,1,7.9039145283201915E18,21162526,1325,2,1,23354,10,24,25,7591072
0,1,7.2690436017713633E18,10365636,4862,3,1,251051,23258,981,1188,0
0,1,4.8767020671739507E17,20463751,24027,2,1,634898,119390,174783,103264,4522645
0,1,7.9039145283201915E18,21162108,1325,1,1,14395,3497,10460,36,2577981
0,1,5.5111324610218004E18,2710679,10040,3,3,1465432,237,1628,1848,0
0,1,1.732320921141672E19,21099515,27610,2,1,762510,20941,33550,39928,0
0,1,1.6118927227895208E19,2485903,15288,3,3,913247,12285,77306,74149,0
0,1,1.682665206743772E19,4354085,24159,2,2,4703,256,194,276,116957
1,1,9.581735255994331E18,8620755,4906,2,2,4734,1153,112,5844,776713
0,1,7.9039145283201915E18,21162434,1325,2,2,4547,11712,40625,38177,12622561
